Total_Generations	250000	Number_Objectives	3
Size_Pool	100 	Current_Generation	2500	
2.467109587277632520851966546616	0.383907763978403648863491071097	3.432690305373399031196868236293	
5.354810333948377909507598815253	2.039339326251279338464428292355	1.047647361998039317043662776996	
0.317036667031791064008672265118	2.054327058667769101418798527448	3.541910146972515605057196808048	
2.819409981195788006402835890185	27.809714687490728834973197081126	1.461752750747487894500409311149	
2.424078521022193566381019991240	21.405508931624819268790815840475	3.205770286780136757442960515618	
1.114910072139139396441009921546	1.717740489219317101543538228725	11.366189305966344136322732083499	
3.215866316880943820422089629574	9.831222748756683671444989158772	2.193104958188225594994946732186	
2.104972149851694673827751103090	16.744965517428710199965280480683	17.533877167208121505836970754899	
14.338959729785093699661047139671	14.809513048779001209709349495824	1.970260916203099510468632615812	
16.279001613032619388832245022058	3.518071159213370879825788506423	4.697625940169761094011846580543	
12.018065942741287699391250498593	3.700097447242946202550228917971	9.085753989334641289588034851477	
9.472461472612838662143985857256	9.422066157805462083274505857844	3.708734593495305098542758059921	
5.776840572056350708862737519667	4.966474963347302207239408744499	7.323091431469401335618840676034	
5.702448031235778813652359531261	5.173077639141916428400236327434	14.233277111235249634546562447213	
9.750088864439589997346047312021	5.819350166597513585031720140250	3.345538836254241310541601706063	
2.255637703057917775595342391171	5.615724648608504843139144213637	7.736097184199361542766837374074	
6.757506213533835293105767050292	2.766154161737198968751272332156	9.286813814063940242249373113737	
6.260021336242809653072072251234	11.257556427956556532876675191801	3.468841636650903836880388553254	
5.550868854670742535972749465145	5.437791603156905573257517971797	4.233977689618221518230711808428	
4.651119955788145077235640201252	8.968577979825216317522063036449	4.998535983411318106561793683795	
3.632454034709278634096563109779	7.233807780249460250843185349368	6.182058242886991905606919317506	
7.328195032249615437081047275569	5.199985243365147447036633820971	5.397550191680070774680189060746	
3.120417792301361625817435196950	10.401297276760260501760058104992	3.870470250978229387328610755503	
5.277685078507570182182462303899	14.129429495675724481884572014678	10.854230212899636853762785904109	
3.073526644193933510251781626721	13.483780514112693182937618985306	14.588366412425001428232462785672	
6.424008157803054785972562967800	12.880485640270784131189429899678	4.440420190466817906838059570873	
6.162665985298288795490861957660	10.785105200697042704405248514377	8.030120574687479972908477066085	
6.779175970339976764478251425317	8.110696606371043060335068730637	7.143724103255035373649661778472	
5.441709911490577589177064510295	6.700875088010400659754850494210	8.796320207098617061092227231711	
7.610932755324358645054871885804	8.503270279770582362743880366907	4.649393480244090604003304179059	
11.465308448248620720733015332371	7.362807635366943159738184476737	7.678247048841416955156091717072	
9.141507767793401129097219381947	8.224748877934144886125977791380	7.023882267260078471338147210190	
7.261338639858794685721932182787	6.130369622676981045117372559616	8.176587670617671221862110542133	
6.436483249340570367280633945484	8.277686468109976658524828962982	6.195221150683183353180538688321	
8.891521495596542479233903577551	16.744065892921533134085620986298	6.342048194538207006587526848307	
14.962779550729338851056127168704	8.058531689623237070918548852205	8.421442177815112728467283886857	
11.079749919567863258862416842021	12.325812473252188539163398672827	4.905980287824381669281592621701	
6.040602664143869482415993843460	7.676305150247006103825242462335	11.682975932452228207125699555036	
12.814247188055352566493638732936	6.892722011489319733357206132496	8.773089573763057202882009733003	
7.921388364268356241382207372226	7.128703166820521630597795592621	9.549542992183420508922608860303	
6.893195144997588563740009703906	8.775353922064796918789397750515	7.709401133579211418123122712132	
20.849995484385686950190574862063	7.987437802620043214574252488092	15.756466207528641021440307667945	
18.038498898585110907788475742564	13.757573954482372968755043984856	7.882757828409677536285471433075	
9.510821742720322546915667771827	14.063619314057364206860256672371	8.555819664121992573768693546299	
9.768213353791681541338220995385	12.079528422664012055065541062504	7.902916081750966270647040801123	
10.488013322089841494744177907705	8.067068257502702621764001378324	9.697746832345050194135183119215	
7.655879083552735941964328958420	8.862258439679926880216953577474	9.297999042004391867521917447448	
10.575600929661810312154557323083	24.526096850536244886598069570027	11.720432322594238172541736275889	
10.710244448441761377921466191765	9.887989950280676509919430827722	16.656178996395237135175193543546	
7.819872886827437419299258181127	14.613789198178025685592729132622	13.572628196313820225782365014311	
11.929535042756729268376147956587	9.605889225155918254017706203740	9.794863478084023356018406047951	
18.349089560872446469375063315965	14.082963843055408048599019821268	14.343005523544558599269294063561	
9.914027369366854358645468892064	22.191329867814133081083127763122	15.962263085624110559024302347098	
13.520484176102495865734454127960	14.404121722841708219675638247281	13.044363030145431636697139765602	
