Total_Generations	250000	Number_Objectives	3
Size_Pool	100 	Current_Generation	2500	
5.847430813557266127133971167495	0.616421529650068356076531017607	4.702160688074945582570762780961	
3.129783070928788379916341000353	1.668173739791471987814475141931	1.695080669995635336277928217896	
0.759575187870308976556543711922	4.866383690377792170522752712714	7.588384344283453764035130006960	
32.753189827900108355152042349800	30.209009265015676959365009679459	30.752490782150136539030427229591	
13.844192170204145497791614616290	14.394663885239699752105480001774	16.132020250531194704990411992185	
18.970492748100465263405567384325	14.833233372611234202054220077116	13.583652151541851793581372476183	
20.762452349468542678323501604609	17.244540816088331780520093161613	18.599760949495184547686221776530	
11.431686704574666180178610375151	13.686753069078623212817547027953	20.246151274902537409161595860496	
13.738568288388155025359083083458	17.106877663237163744724966818467	19.946497996727870827271544840187	
12.988148427694806485988010535948	15.226179233985071448387316195294	11.778098000690242486143688438460	
19.317275580953250369020679499954	16.196149100495787820364057552069	27.297272000163655292226394522004	
10.364970352413207521635740704369	15.393547342075841299902094760910	13.270043361289889816134746070020	
20.606376022373048328972799936309	23.318150846968180189833219628781	13.981597205896614255493659584317	
25.833889184373173719677652115934	34.826163406396638322348735528067	35.968254933824795216423808597028	
38.188322949779156090244214283302	30.209865380024744752063270425424	29.280359360233973120557493530214	
21.762085513780050405330257490277	16.207515885747000083938473835588	13.774355543031150617139246605802	
16.906252604880393164421548135579	13.308844495377750050124632252846	14.360584073491068579642160329968	
12.354409866121153882545513624791	13.278018090957889540959513396956	14.702785144601303812805781490169	
18.504126793935178341143910074607	9.047374996096527510758278367575	12.303652246615101262250391300768	
21.702525898488804756425452069379	17.366909252295879895200414466672	15.283715832618488761340813653078	
33.983865894817469666122633498162	26.798315152777924197380343684927	18.443986750052054901516385143623	
8.973666451799646281983768858481	18.382497825881944919501620461233	8.622718420620955726008105557412	
11.758057077497632292306661838666	21.143190813836078234544402221218	19.578230664242191494395228801295	
15.660083707331370561632866156287	18.766190310104846616923168767244	14.465682786893907518788182642311	
16.891184727374252361187245696783	38.421647204781883999658020911738	20.419929808849008878723907400854	
17.776284560264098644211117061786	20.655354553472619727472192607820	8.074468278179622870993625838310	
7.683772058600276011475216364488	19.467944864645989611062759649940	15.730020748405902253352905972861	
9.151459619088589292346114234533	29.258079549838672761552516021766	18.616442909943565098274120828137	
21.778081885371701531539656571113	19.784335567681797130035192822106	10.331188341416792653149059333373	
14.969722646977555058356301742606	15.734224677308871420677860442083	15.122958904205622943095477239694	
18.070249487404176136351452441886	18.377417439300035795213261735626	16.194140196433490785921094357036	
29.194612501998648212975240312517	71.316430082182463934259430970997	38.686743574138219514679803978652	
17.764894117002562268226029118523	18.275857809858283786752508603968	19.636913933843377577659339294769	
14.505308690292384454778584768064	9.900959521879855174120166338980	12.036634151543749382540227088612	
42.161804139215227849035727558658	23.615986839461292845498974202201	17.543360159880780457797300186940	
9.156931776339874318182410206646	17.063263832976808487273956416175	26.974374491128983777343819383532	
18.414641572793279067354887956753	23.304979290601579577923985198140	22.926529627011678513781589572318	
17.704034982676947862501037889160	15.625958010818527199603522603866	22.351853596513350908026040997356	
11.712193791650797436432185349986	11.104030588920059230417791695800	7.394197414413777202923938602908	
8.041722237341671686294830578845	10.680005633941368259343107638415	11.521487318086217399581983045209	
42.969780595274848167264281073585	36.493775996094164781879953807220	33.890280034133972719700977904722	
30.361266916722001951711717993021	43.104030442864967653804342262447	34.908233589431787891044223215431	
15.456329945646379186996455246117	12.642111987339667678043042542413	18.356583878508178742094969493337	
27.788069153121540466599981300533	12.162705860816672043256403412670	20.434348405520076141783647472039	
13.490194133473959681168707902543	10.851548926307280851233372231945	11.920722291711898677135650359560	
15.138136145828140044500287331175	16.455623739329311661094834562391	12.411917621257343213869717146736	
44.294016162226490962439129361883	35.699138907383932917127822292969	30.346660121449197333731717662886	
19.666165900286095791216212091967	14.376692473028118257616370101459	29.684883095991352774944971315563	
4.267278698250970059291375946486	14.348382172032088988089526537806	12.910638286347866809933293552604	
51.759605963184327492854208685458	32.271787694572864779729570727795	39.280185430752020181444095214829	
12.343217791852614695358170138206	12.835767695448080161213511019014	10.987782562337175207289874379057	
14.630627481725660743450134759769	10.021145318782282984670928271953	11.188585024274830814761116926093	
10.647453177885457975548888498452	6.810622348294922190348188451026	16.583607734885312368078302824870	
12.446051309842243171033260296099	7.427747128628710449049776798347	15.969144506107294745334002072923	
8.991229834549162802659338922240	12.964461906977007288332970347255	10.801484794520007426399388350546	
12.165753279639394790478945651557	9.784113550076799725729870260693	17.617247025309325181297026574612	
