Total_Generations	250000	Number_Objectives	3
Size_Pool	100 	Current_Generation	2500	
0.545523075296836523762067372445	4.264432245750100491932244040072	5.332871741968861378779820370255	
8.442523092098422665685575339012	4.146837787805655928252690500813	0.343249830296320557199152290195	
1.950047275670255153556809091242	0.190230233519884772697139396769	3.092753082969568190208065061597	
1.710745339468555004103222927370	2.782348651680302875632833092823	19.082506782470140649365930585191	
3.835872398646798853150130526046	9.288591854245705548009937047027	2.493216945969776165981102167279	
1.643096030701736154355785402004	7.323101860988335154445394437062	4.879499474279004544996496406384	
1.800567540885061657007781832363	7.438133857567843953972896997584	3.681567105071371415192515996750	
11.437205579468047389468665642198	18.286877792819069554752786643803	3.316881965853791580656206861022	
1.489129364178876979707411010168	16.681933675156024321495351614431	10.256183164872592072924817330204	
17.131294369170923630463221343234	3.215082673594440887399059647578	5.912910468524712470639315142762	
6.063477869148105270369342179038	3.284311798373024782193851933698	12.076663382473959984508837806061	
4.875078737140849050035740219755	6.429761918876421233903784013819	7.825871702256943507336472976021	
3.500100631963817487957157936762	11.754276368155286647265711508226	15.467108971263916927796344680246	
8.302995740185059148075197299477	2.686494193772829497390830510994	7.431060927105646030099705967586	
9.477434370749529435329350235406	4.557527790689954727554322744254	5.554933649395785266733582830057	
4.436113603431369512009041500278	5.117455379691283390286571375327	9.216968682275771485024051798973	
9.473822441383608961018580885138	7.660488313924702197255101054907	4.405853880058203664304983249167	
8.060350453049949237538385204971	6.182991158335055636996457906207	6.534373723922758614435224444605	
10.269535958408908982164575718343	4.422144302494391610025559202768	6.079477236460858691202702175360	
4.966178203934566326438471151050	7.169959265971919570858972292626	5.914924131047500921454229683150	
8.759972456849183686244941782206	5.632212502083001837149822677020	6.250203712774333730806120001944	
4.312828156766818743506064492976	3.656179635184305887207756313728	9.388759783445681961211448651738	
14.430525909331892719933421176393	5.501315513727895734064077259973	18.028472517462965640788752352819	
19.912753789611972621287350193597	9.473573218445979549073854286689	8.237101769298110554018421680667	
6.045505776934311903403340693330	11.282828534493583916287207102869	6.185010750457437644911351526389	
4.432768210798366581570917333011	7.248419729721778281827937462367	9.763299537949361450728247291408	
11.744958788763526058573916088790	6.423353993674502326882702618605	11.621383605226043300717719830573	
9.428958422637862213377957232296	9.712297233725303513551807554904	9.118967374524043378869464504533	
10.753877767196998505028204817791	7.233538102440080663768640079070	9.001827174849902135633783473168	
9.840413276047167201454612950329	5.851950923948327165646787761943	18.052535062291834577763438574038	
7.972250304404806975355768372538	13.211621974023687542398874938954	9.056615160525719687711898586713	
9.272202429178522109509685833473	8.753348063159240410868733306415	15.762717651927260931188357062638	
12.806777395665971397420435096137	7.932744203617103195824711292516	12.075493441987072529286706412677	
15.600603449790277466036059195176	21.867455451488453377351106610149	17.591552157162276159851899137720	
19.118074830556803789249897818081	21.434601556925542809040052816272	17.087000469721235873521436587907	
26.946698584851670688067315495573	24.958757057529606271373268100433	27.871940041665741460974459187128	
17.073717259487153796726488508284	10.279683456572881183888057421427	12.435315354992946268453124503139	
14.461167433149844541162565292325	10.981761066968182660730235511437	14.196890466412618536651280010119	
14.809309265124751320286122791003	12.724534052407289408392898621969	12.979326118769696662980095425155	
16.083947486459571507566579384729	26.755217268474254410648427437991	12.372750352297460452177801926155	
23.993263710499231677886200486682	19.994106189679961005367658799514	13.806506525662863182901674008463	
8.872682680904985019765263132285	9.266771486037779226307975477539	6.148035046822199589655610907357	
12.122043976348845006896226550452	7.996440811961813110997354669962	11.472513021640352803842688445002	
55.795370159431577405939606251195	43.340732545344899051542597590014	43.580604072297688844628282822669	
14.096142968249679938708140980452	19.824668185248427221267775166780	13.836894595056431711554978392087	
20.967244179838615991684491746128	13.534070727706893677577681955881	11.499474686454940197677387914155	
17.203454943917481756443521589972	17.624279084778212478568093501963	14.428410296510783439316583098844	
6.728901445630590671953541459516	6.624930427513551656204526807414	5.707345894174888911720699979924	
22.770614129399142200327332830057	14.963148436985195033344098192174	26.949749553036774329939362360165	
11.408997282788094551619906269480	5.548714906482222986028318700846	5.704406622955950467712682439014	
22.201811784022648765812846249901	20.744822732112321972408608417027	17.152661207840186108342095394619	
15.866910159148122971828342997469	12.358302034982052930445206584409	12.331699090668609031240521289874	
18.897124202665946057777546229772	7.318516284383481895758905011462	9.851587479295353944053204031661	
9.215071056569026808347189216875	11.240806484101016238241754763294	11.049500500267868119408376514912	
9.708769893795885508325227419846	7.416183589611891058268611232052	8.354514931893417539754409517627	
8.964017966492859201821374881547	5.886619480753219946222998260055	6.886253421814386932453544432065	
18.048133129517225370364030823112	17.883644925490560950720464461483	18.116615229633126205044391099364	
12.018916722514369155305757885799	8.180223889245551660565070051234	7.169091371099233889196966629243	
8.767655297972993366784066893160	10.507808920717620182472273882013	8.858290164735040050913994491566	
6.742263720932111681349852005951	5.010639147010470750842614506837	9.775680187243846575029238010757	
10.033773930772339255668157420587	5.806369415784528698054600681644	16.532371808753268282998760696501	
11.049931209376364193985864403658	9.111903772838779502762918127701	12.418008472237874073584862344433	
29.487610784615629455629459698685	27.638987929956684297394531313330	19.446041303129991462128600687720	
8.323290461899663483791300677694	5.000608528780084327536314958706	9.280837190132167791034589754418	
11.042770208863764480611280305311	16.939750490393791437782056163996	8.402310576825545496149061364122	
12.222482875649363975867345288862	10.233432294252855498939425160643	9.711403741817209223086138081271	
10.621720214410009575090043654200	9.193176895189916209005787095521	8.745369913613817658415428013541	
8.447361982321945461649193021003	16.107236703950608358582030632533	12.833112030434408623591480136383	
3.901203887900420053114203255973	8.120495363827709311976832395885	7.093030839788277752688827604288	
8.861801995875186577222848427482	6.312778393063302573295914044138	13.643572906493906415903438755777	
16.112811640252250100502351415344	17.788003689474212620780235738494	5.980939597030944909761274175253	
4.955788859046480254733069159556	7.951259515815633172053367161425	6.909047311237708655085043574218	
6.802946032411465004940964718116	12.916355121980183540131292829756	6.204590369943918659600967657752	
12.430839293586540605929258163087	8.348086596415221549705165671185	12.747908726432767068104112695437	
8.134285737291508056046041019727	7.754732408434082735482206771849	7.138005472807925855249777669087	
8.650833641001817397864215308800	6.349506702792807821822407277068	9.058163161495226489705601125024	
19.030460806009713792263937648386	11.911933364846882810184069967363	16.511841317901627235187334008515	
38.180014184971376778321427991614	29.432768994381529381598738837056	42.627843568523630324307305272669	
12.348931887239565696745557943359	17.332425315666380782886335509829	15.664785438745033374630111211445	
5.992347596181945235116472758818	6.257519751154687170924262318294	12.866245083660690085025635198690	
6.945774218577288827702886919724	5.610874453419602225778817228274	7.781834995012678390935434435960	
8.144988443819244139376678504050	9.470404733790614315580569382291	11.400876494335960842363419942558	
9.074405387315048088225921674166	7.879396769486956664252375048818	9.295939835587136101935357146431	
5.792052800662194300684859626926	3.660294256159266179651012862450	8.488162917915575533811534114648	
4.773164422937482775921580469003	6.588109104509944025096501718508	11.301069996720890742381016025320	
8.926527844248774101743038045242	6.234649806373116831537117832340	7.325685598901069184307743853424	
