Total_Generations	250000	Number_Objectives	3
Size_Pool	100 	Current_Generation	2500	
5.480710404287945536339066165965	6.124332889718472117124292708468	0.583561533008179811332638564636	
0.295465022358274764791019606491	1.967805445615530057779096750892	5.290915754381834368302861548727	
3.061996466126297278265155910049	0.249569649077711619433728174045	3.922522847157355663227917830227	
9.013202172422396074580319691449	2.901445799369114730836827220628	1.066998973659272431646627410373	
0.758787184629188149465051083098	2.256298900949659902437360869953	2.673219548451330140892423514742	
4.350677151392535968454922112869	3.716828809300390723535656434251	1.116638824706682742160523957864	
11.299764636050843691350564768072	1.390433839847049934945744098513	2.147092887390329885022310918430	
1.035592497682319645946336095221	1.171367602833282450802698804182	7.331612750541452783181739505380	
4.836918979613412439277908561053	1.754128672078009154589040008432	2.477843843381581923068779360619	
3.301544938749038760050780183519	9.607261449531765862275278777815	1.933130551359523607857227034401	
8.411812840369638166748700314201	3.642828888690996080867989803664	1.823864297940198220260299422080	
12.571072042542823510302696377039	7.916880453211001977820160391275	1.057498740194790176616379540064	
3.921286469204291691426078614313	6.290799458579201974828265520046	5.718869525528774921951935539255	
3.703366057448325587841964079416	6.359865507383902993865376629401	4.607729672068475501589546183823	
3.264394713055709829063744109590	12.990902615798658459311809565406	3.510496883649350419176471405081	
4.287345603257109338812824717024	4.304291810755328739901415247004	10.351421234509523117139906389639	
3.379639220049305503579262222047	5.529417960646787477685393241700	8.674355471641231218882239772938	
4.081864192411013725347856961889	5.838113325698461864021737710573	8.092583130422285719873798370827	
2.644801537745269826018557068892	9.402971635228022151409277284984	15.779207660707816884837484394666	
6.253225684671947171011652244488	5.970247039500055308280934696086	5.366950688396419977266305068042	
8.140486843058313937149250705261	4.004505219342141764116149715846	3.302172464891998782121618205565	
5.169619268291629765599282109179	8.615489477590662303896351659205	3.160740601917337855297773785423	
6.954350311602192746818218438420	4.853845306297284167840189184062	7.391363147322754123536014958518	
9.705037225439335557553022226784	2.907363436890572305770774619305	6.452888910304071856671725981869	
6.296672991538292407653898408171	8.544762065534023065538349328563	4.232823353870646343466432881542	
7.766444677344565228338524320861	3.096686317058020332382284323103	5.749350489067613700910897023277	
6.813777926366144654934942082036	8.139402092875645422509478521533	4.061203880744162830751520232297	
5.734070701140959513963935023639	11.501671260757094117366250429768	2.222408993751755268419856292894	
9.352051685555030857699421176221	5.554230983869405058328538871137	3.089491150703268296240366908023	
